IdPublisher,PublisherName
48635,Ape Pen Pub.
48636,Monty and Pat Roberts
48637,Müller Rüschlikon Verlags AG
48638,Center for Responsive Schools Inc
48639,William B. Eerdmans Publishing
48640,Namo Buddha Seminar
48641,A Golden Book
48642,Cygni Communications
48643,Xenos Publishing
48644,Westcliff Publications
48645,North Atlantic Books/Frog Ltd.
48646,Whistlers and Jugglers Press
48647,Mountain Press (MA)
48648,Macmillan & Co.
48649,Le Cherche-Midi
48650,"Proscenium P, US"
48651,Jbl Pro Audio Publications
48652,"Donald M. Grant Publisher, Inc."
48653,PrairieMania
48654,St. Martins Griffin
48655,Windword Press
48656,Three Rivers
48657,Evergreen Taschen
48658,Business Dev
48659,Deutscher Universitätsverlag
48660,Kelleher & Associates
48661,Flagship Church Resources
48662,Jonathan Cape London
48663,Better Non Sequitur
48664,H.S. Stuttman Inc.
48665,Inkshed Publications
48666,DAW Books #918
48667,Viking/Penguin
48668,Essandess Special Edition
48669,William Glasser MD
48670,Cherche MIDI
48671,Regent Audio
48672,"Grace Publications, LLC"
48673,"Cal-A-Vie, the Spa Havens"
48674,"Traditional Acupuncture Institute, Incorporated. the"
48675,Cuisenaire Publications
48676,Dell Yearling Biography
48677,Balanced Book Publishing
48678,R. Bean
48679,William Heineman
48680,Ink Pub Inc
48681,BBC Consumer Publishing
48682,A Bantam-Skylark Book
48683,New Name Press
48684,American Family Publishing
48685,Headline Review; New edition edition
48686,Éditions Fata Morgana
48687,Clarity Pr
48688,Nicholas K. Burns Pub.
48689,Caring For Women
48690,New Hope Publishing (CA)
48691,302 Pub.
48692,Mullaney
48693,Hawks Peak Publishing
48694,Wing Publishing
48695,Plan II Publications Limited
48696,Univ of Chicago Press
48697,W H Freeman & Co.
48698,Morienval Press
48699,Sage Publications Ltd.
48700,People for a Future
48701,Milligan Books
48702,Ailsa Inc
48703,Legend Press
48704,Earth Aware
48705,Unnameable Press
48706,Raymond E. Turek MD
48707,Sun Dog PR
48708,Swm Enterprises
48709,Hip Hop Schoolhouse
48710,"Global Publishing Associates, Inc"
48711,IDKPRESS
48712,"Contemporary Books,"
48713,McGraw Hill Glencoe
48714,Volk und Welt
48715,"Park Street Press (Rochester, VT)"
48716,"Remembrance Press, the"
48717,"Ralph Myles Publisher, Incorporated"
48718,Shohakusha
48719,Walking with God Ministries
48720,LiveOak Press
48721,Emece editores
48722,Little Apple Books (Scholastic)
48723,Parent Guide Books
48724,NRF
48725,Catholic Treasures
48726,Lama Books Leo A. Meyer Associates
48727,Candlepower
48728,What Goes Around
48729,Clear View Press
48730,Fitness Information Techn.Inc.
48731,Life Pathways
48732,Global Thirteen Publications Company
48733,U N I F E M
48734,Center for Women's Global Leadership
48735,Seven Buffaloes Press
48736,St. Herman Press
48737,Insight Editions/Billboard
48738,"City Creek Press, Incorporated"
48739,Z Press
48740,Cape Goliard P.
48741,Ixia Press
48742,Zia Book/University of New Mexico Press
48743,Boca Bay Books
48744,Algaida Editores
48745,Too Young to Retire
48746,Clark Street Publishing
48747,North Shore Publishing
48748,School of Design
48749,Nick T. Spark
48750,Health Pr
48751,Collins Fontana
48752,Aufbau Tb.
48753,B McCall Barbour
48754,Llmk Pub.
48755,Teaching & Learning Company
48756,Ventana Editions
48757,"Cameo Publications, LLC"
48758,L.I.F.E. Energy Press
48759,Ipsalu Publishing
48760,Western Psychological Services
48761,"Saint Paul, Minn. : Graywolf Press, c2004."
48762,Glide Word Press
48763,Alliance Publishing Group
48764,Mendota House
48765,Peachtree Publ
48766,Salamandra (Lectorum Publications)
48767,Meresborough Books
48768,American Astronautical Society
48769,Modern Era Publishers
48770,Dathea Publishing
48771,Ulysses Pr
48772,Avenel / Crown
48773,Faber & Faber: New York
48774,Paje Publishing Company
48775,Regency Publishing House
48776,Educational Products Division Word
48777,Eos / Harper Voyager
48778,Total Package Publications
48779,Fine Art Editions Press
48780,Junior League of Baton Rouge
48781,Living Gold Press
48782,Earthling Press
48783,Pokerbook Press
48784,"Rilting Music, Inc."
48785,"Creative Bound International on Behalf of Conrod-Jacques Consultants,"
48786,Society of General Physiologists and Wiley-Interscience
48787,Baby Boomer Publishing
48788,Science Press (NY)
48789,Science Pr
48790,Editorial Pax Mexico/Cocreación
48791,Fortkamp Publishing Company
48792,Charlton Street Press
48793,Lifecourse Associates
48794,Istanbul Bilgi University Press
48795,W. Söderström
48796,Cosmos Publishing (NJ)
48797,Centennial Press
48798,"Bantam Books, New York"
48799,Friar's Lantern
48800,Quince Tree Press
48801,"Quince Tree Press,The"
48802,New Liberty Publishing
48803,Endeavour
48804,Al Moussami Llc
48805,Rock Steady Press
48806,Pallister Publishing
48807,Best Sellers Illustrated
48808,Sanctus Germanus Foundation
48809,Sophia Perennis
48810,Van Wander Press
48811,Djerassi Resident Artists Program
48812,Alchemical Press
48813,Too Far
48814,Golden Turtle (Cal)
48815,Pivot Point Books
48816,Compassion Books
48817,Griefwork Center
48818,Lizstar Books
48819,R. G. Heft Publications
48820,D C Heath & Co
48821,Pyramid Books N3430 (NY)
48822,Extending Horizons Books
48823,Diffusion of Sufi Ideas
48824,Macmillan Academic and Professional/Macmillan Press Ltd.
48825,Umbrage Editions Inc
48826,Zaubermond
48827,Notherway Publications
48828,Pacific View PR
48829,Auréas
48830,Xephor Press
48831,Paul Forlag Astroms
48832,東立
48833,Ash Tree Publishing
48834,Business Horizons
48835,Pan-Tech International
48836,Nia Publishing Co. Inc.
48837,Amidon Press
48838,Folio bilingue
48839,Art of Medicine Press
48840,Shake the Baby Press
48841,Livingtree Books
48842,Terence Dalton Ltd.
48843,نگارستان کتاب
48844,New Directions Publ. Corp
48845,Muassasat Al-Intisharat Al-Arabi
48846,Caliban
48847,Key Publishing House Inc
48848,Vista Pacifica Pub. Co.
48849,R y B Ediciones
48850,FSI FontShop International
48851,Buffalo Medicine Books
48852,Linnet Professional Publications
48853,Penguin (Penguin Classics)
48854,Thunder's Mouth Press/Nation Books
48855,Grenadier Productions & Publications
48856,Editions JC Lattès
48857,Lengua de Trapo
48858,Deaf Understanding
48859,League of the Hard of Hearing
48860,Hear Again
48861,United States Catholic Conference
48862,Playbill
48863,Cle Intl
48864,Impressions nouvelles
48865,Raduga Publisher
48866,"Macdonald & Co., London, Sydney"
48867,Arcady Books
48868,"Macdonald & Co., London"
48869,Allen Spiegel Fine Arts
48870,Avon Eos
48871,Penguin Putnam Firebird
48872,VNU Business Publications Limited
48873,Posters Please
48874,Bethlehem Books (Living History Library)
48875,"D. Van Norstrand Co., Inc."
48876,University of Reading
48877,ALLEN LANE (PENG)
48878,Newport Legends
48879,Apodixis Press
48880,Three Forks Press
48881,Dryad Press
48882,Main Road Books
48883,Arte Publico Pr
48884,Hawthorn Books
48885,National Geographic Society (DC)
48886,Adler's Foreign Books
48887,Magnolia Hill Press
48888,Poured Out Ministries
48889,Power Play Publications
48890,Black Inc.
48891,Nantier Beall Minoustchine
48892,Elijah Company
48893,Prologo Publishers
48894,Woods End Agricultural Institute
48895,The Oliver House
48896,"Hearst Communications, Inc."
48897,High Times Books
48898,Collective Publishing Company
48899,Shelburne Press
48900,Card Player Press
48901,Cherish Children
48902,David & Charles Audiobooks
48903,Eb Marketing
48904,Hatchback Publishing
48905,Center for the Study of Popular Culture
48906,"Bloomsbury Publishing, London"
48907,"Gifford School, the"
48908,Kalorama Press
48909,Little Shepherd
48910,Genealogical Research Library
48911,G-Ride Press
48912,Straightline Publishers
48913,Celestial Arts Publishing Company
48914,Onyx Press
48915,Éditions Kana
48916,Uptone Press
48917,Palaemon Press Ltd
48918,Sunshine Ink
48919,Lynray Press
48920,RBA Practica
48921,Vh1 Books
48922,MIA Press
48923,Rai-Eri
48924,Rinella Editorial Services
48925,New York State Historical Association
48926,A&R Classics
48927,Cinco Puntos
48928,PICADOR (MACM)
48929,Maecenas Press
48930,Crossroad Pub. Co.
48931,Ballantine Books Mass Market
48932,"William B. Eerdmans Publishing Co. (Grand Rapids, MI)"
48933,Honors Press
48934,Macmillan & Co
48935,"Jossey-Bass Inc, Publishers"
48936,Fern Creek Press
48937,Mekhon Ofek
48938,"Hotsaat Sefarim A. Sh. Y.L. Magnes, Ha-Universitah Ha-Ivrit"
48939,Thomson Learning; Harvest
48940,Fairmount Books Ltd Remainders
48941,Winklers
48942,Mirage Pub.
48943,Editorial Panamericana
48944,"Marion Boyars Publishers, Ltd."
48945,نشر چشمه
48946,Dover Publications (Phoenix Editions)
48947,Intinet Resource Center
48948,Ona Newbody-Newlife Inc
48949,Assoc of Learned & Professional Soc Publishers
48950,"Persea Books, Inc."
48951,Columbus Books Ltd
48952,Hayward Books
48953,Librairie Plon
48954,Robert Girardi
48955,"London, Cape Goliard Press, in association with Grossman Publishers"
48956,Marvelous Spirit Press
48957,Chattahoochee Riverkeeper
48958,Scribner (Macmillan Publishers)
48959,Tom Brown Ministries
48960,Hardy Communications
48961,Five and Ten Press Inc.
48962,Ignite Entertainment
48963,Tomes Publishing
48964,Lincoln University
48965,Talent Services Inc.
48966,Bobbs-Merrill Company
48967,Tide Press
48968,"Pavilion Books, Limited"
48969,Cedar Graphics
48970,Randon House Mondadori
48971,Penfolk Publishing
48972,Penguin Enterprise
48973,Bloat Books
48974,Claudia Regenos
48975,Jeremiah Films
48976,Wydawnictwo Albatros
48977,Camerapix Publishers
48978,Oxford University Press- South East Asia
48979,Daimler Chrysler
48980,Frontrunners Publishing
48981,Michelle Publishing Company
48982,Hybrid Publishers
48983,Sette Letras
48984,Red Cat Tales LLC
48985,Damien-Dutton Society for Leprosy Aid
48986,C.G. Jung Foundation Book/Shambhala
48987,Center University of Texas
48988,Spacekata
48989,Ligue internationale La Leche
48990,Nagel
48991,SCVIR
48992,"Ventana Press,U.S."
48993,Health Heart & Mind Institute
48994,Immprint
48995,Pulphouse
48996,Monument Books
48997,Mentor/Signet Books
48998,VLB Editeur
48999,Editions La Passe du vent
49000,Earthwalk School of Astrology Publishing
49001,First Classics
49002,L'Odeur du café
49003,VLB Éditeur
49004,Quiddity Inc.
49005,EOS/HarperCollins
49006,Penguin Shakespeare
49007,"Catholic University of America Press (Washington, DC)"
49008,Lime Rock Press
49009,WORDSWORTH EDITIONS
49010,Macmillan Publishing Co. (NYC)
49011,Artship Pub.
49012,Denali & Company
49013,Tequi
49014,John Wade Publisher
49015,Egmont World Limited
49016,Stem Press
49017,Gill Macmillan Ltd
49018,Hot Press Books
49019,"Bilby Research Center, NAU"
49020,Harcourt Inc
49021,Oak Street Press
49022,Faber and Faber Unlimited
49023,Piazza
49024,Birthing Naturally
49025,Waterton Natural History Association
49026,Thames & Hudson Inc./Thames & Hudson Ltd.
49027,Metropolis
49028,Bridgewater Books (Troll Associates)
49029,Seaver Books / Henry Holt
49030,Turning Point Ski Foundation
49031,Issues Press
49032,Dreamdog Press
49033,Librad Press
49034,"Barrons Educational Series, Inc."
49035,Independent Television Books
49036,Moufflon Publications
49037,Popular Books
49038,Behavioral Consultants Press
49039,Everlasting Life Ministries
49040,Medicus Press
49041,You Can Publishing
49042,"Jornada Experimental Range, USDA"
49043,انتشارات نیلوفر
49044,Phoenix/University of Chicago Press
49045,Midway/University of Chicago Press
49046,New Age Productions Inc
49047,Cogent Catalyst Publications
49048,Asatru Fok Assembly
49049,Shoppe Press
49050,Wolfe Publishing Co.
49051,Harvest/HBJ
49052,Yuan-Liou Publishing Company
49053,Biplane Productions
49054,He Ying Chu Ban She/Tsai Fong Books
49055,Southern African Research and Documentation Centre (Sardc)
49056,Anabasis Press
49057,Fredrick Ungar Pub Co.
49058,Encouraging Cultural Literacy Libros
49059,Algora Publishing (NY)
49060,John and Joseph Publishers
49061,Hull University Press
49062,Clarendon/Oxford University Press (Oxford)
49063,Texas Media Center
49064,Smu Press
49065,Berkley Prime Crime Mystery
49066,Gao bao guo ji ji tuan
49067,Willow Brook Press
49068,"Eskualdun Publishers, Limited"
49069,Four Seasons Publishing
49070,Alta Publishing LLC
49071,"Raincoast Books, Malcolm Lester Books"
49072,Bob Kaminski Media Arts
49073,Kirkpatrick Books
49074,Stanyan Books
49075,Brand Nu Words
49076,Grandview Pub. Co.
49077,Microcosm
49078,Arrow Books limited
49079,München Herbig
49080,France Empire
49081,C. Hurst & co.
49082,Authentik Language Learning Resources Ltd
49083,Crosswalk Books
49084,Mason & Lipscomb Publishers
49085,Alphee Editions
49086,Blue Pacific Books
49087,Silver Light Publications
49088,Riggs Publishing Media
49089,Blue Moon Books (NY)
49090,Lightwave Publications
49091,Chester and West
49092,Transaction Publ.
49093,Mental Health Foundation
49094,Frances Foster Books
49095,Simon & Schuster Books
49096,Search for the Truth Ministry
49097,Tick Tock Pr
49098,Fs Laurel Press
49099,"Simon & Schuster, Limited"
49100,Carteret Book Club
49101,Cranedance Communications
49102,"Agora Publications, Incorporated"
49103,Sequoia Publishing Inc
49104,New Babel Books
49105,Paperback Library/ Coronet
49106,Skarabaeus
49107,Educational Books and Bingo
49108,Consejo Superior de Investagaciones Cientificas
49109,Rivanna Foundation
49110,Margaret Thomas
49111,Focus Publishing
49112,Gothic Bookshop
49113,D.K. Graubart Publishers
49114,Dixit
49115,Ma Non Troppo
49116,Windholme Press
49117,Timberwolf Press
49118,Corinth Books
49119,Fiction Collective Two
49120,"Counseling & Psychological Services, Incorporated"
49121,Shastar Press
49122,Writersandpoets
49123,Konrad Adenauer Stiftung
49124,Trophy Press
49125,SpiritPassage Publishing & Communications
49126,New Longman Literature
49127,Augusta-Richmond County Public Library
49128,Duval-Bibb Publishing Company
49129,Trellis Publishing
49130,Eddif
49131,House of Sages
49132,Helm
49133,Brentwood House Pub.
49134,Yankee Publishing Inc
49135,Pratt Graphics Center and Horizon Press
49136,Brightside Company
49137,Transpersonal Publishing
49138,Sweet Ch'i Press
49139,Top That! Publishing Ltd
49140,Sports Investment Strategies
49141,Nachshon Press LLC
49142,Penguin Norton
49143,"""Miramax"""
49144,"Carhil Ventures, LLC"
49145,"Simon And Schuster, Inc."
49146,Scottsdale Museum of Contemporary Art
49147,Seaburn Books
49148,Stove Prairie Press
49149,Nedley Publishing
49150,American Society for Bone and Mineral Research
49151,Bayard BD
49152,Way of Dragon Pub.
49153,J. Lorraine Co.
49154,Hermetician Press
49155,Editorial Department
49156,"Theosophical Publishing House (Wheaton, IL)"
49157,Helga M. Rogers
49158,Full Enjoyment Books
49159,Press Porcepic
49160,Muchnik Editores
49161,VGM Publishing
49162,Red Maple Press
49163,Copernicus Books (Springer)
49164,Left Bank Distribution
49165,Wilson
49166,Ballantine/Ivy Books
49167,Kitab
49168,Ashleyalan Enterprises
49169,Cars & Parts
49170,"American Golfer, Inc."
49171,Thirsty
49172,Henry R. Schwab Pub.
49173,Baen Computer Books
49174,John Wiley & Sons (Asia) Pte Ltd
49175,Diggers and Dreamers Publications
49176,Sword and Sorcery Studios
49177,Dove Publications
49178,Lifestyles 4-Heart Press
49179,Saxon Books
49180,Dot Pub.
49181,Clarendon/Oxford University Press (UK)
49182,Kitchen Table--Women of Color Press
49183,Discovery Books (UK)
49184,Dgc Press
49185,"Type & Temperament, Incorporated"
49186,TCBS Inc.
49187,Mechas Press
49188,Penguin/Arkana
49189,Bethany Fellowship
49190,Patten Press Inc.
49191,星光出版社
49192,Julie Martin's Miracle System Press
49193,Zenaida Publishing
49194,Dog Days Pub.
49195,"JAFS, Inc."
49196,New Holland Publishers (UK) Ltd
49197,Ace of Hearts
49198,Green Note Publications
49199,Grove Press / Atlantic Monthly Press
49200,Bouquins
49201,History Publishing Co LLC
49202,Xing guang chu ban she
49203,"Omnibus;exclusive Distributor, Music Sales Limited,"
49204,Mosaik Bei Goldmann
49205,"Bunch of Grapes Bookstore, Inc."
49206,"Fourth Estate, Limited"
49207,Ocean Poetry LLC
49208,"Library of Congress/Thomas Jefferson Memorial Foundation, Inc."
49209,"The Modern Library/Random House, Inc."
49210,Wild Goose Press (OH)
49211,Big Fat Genius
49212,"River City Publishers, Limited"
49213,"QED Publishing, a division of Quarto Publishing plc"
49214,Gwasg Addysgol Cymru
49215,Exit Planning Institute
49216,Locus Publications
49217,Folklore Society
49218,Gainline Press
49219,Sea Change Publishing
49220,Apdg Publishing
49221,A P D G Publishing
49222,Images of Nature
49223,Troubadour
49224,John Michael Talbot
49225,Buy Books on the Web.com
49226,Rm Barry Publications
49227,Simon & Schuster UK Ltd.
49228,Classics Illustrated Junior
49229,Haven Books
49230,Accommodating Asia
49231,Rsvp Pub. Co.
49232,Taoist Center
49233,Win Publications
49234,Psyccess Press
49235,J. Galloway/Gingerbread House
49236,Traveler's Tales
49237,Nonstop Internet
49238,Ekaros Analytical
49239,Britannica Digital Learning
49240,Hypoerion
49241,Delia Montgomery
49242,"RAM U.S.A., Publications and Distribution"
49243,Joel Osteen Ministries
49244,353rd Regimental History Project
49245,Kamal Publications
49246,Amber Lane Press Ltd
49247,Penguin Books/Penguin Literary Criticism
49248,KW Institute for Contemporary Art
49249,Love Bunni Press
49250,Penguin Uk
49251,NBM
49252,Cda Press
49253,Herparts Inc.
49254,Florida Boricua Publishing
49255,Shoving Leopard
49256,Shade Tree Press
49257,Black Whisker Publishing
49258,Robin Hood Books
49259,Acropolis Books
49260,Angel Dog Books
49261,University of Hawaii Press (Honolulu)
49262,Aldyth V. Morris Declaration of Trust
49263,Warner Vision Books
49264,Ageless Living Publishing Company
49265,edition Galerie Vevais
49266,Anup Resesarch & Multimedia LP
49267,Collier Books/MacMillan Publishing
49268,Golden Wood Studio
49269,Full Surface Publishing
49270,Zebra Mass Paper
49271,Earths Elders Foundation
49272,Deutcche Bank Art
49273,Donovan
49274,Sistema Universitario Ana G. Mendez
49275,CMT Books
49276,Penguin (Metaphysical Library)
49277,Wolverine Farm Publishing
49278,Macro Edizioni
49279,Octopus Publishing Group
49280,Solomon R. Guggenheim Foundation
49281,Saratoga Access Publications
49282,Bookcase
49283,Discover History
49284,Escargot Books
49285,Corwin Books
49286,Intuition Library Publishing
49287,Berkley Jam
49288,Carol Ann Erhardt
49289,Turtleback Distributed by Demco Media
49290,"Dewan Bahasa dan Pustaka Brunei, Kementerian Kebudayaan, Belia dan Sukan"
49291,Samuel French Inc.
49292,Macmillan Co. (NYC)
49293,EOS Fantasy
49294,WB Saunders Company
49295,Information Please
49296,Addison-Wesley Publishing Company Health Sciences Division
49297,Western Classics
49298,Faber & Faber (London)
49299,Franklin International Institute Leatherbound Books
49300,Bourin - Julliard
49301,Irwin McGraw-Hill
49302,Civitas Institute
49303,K. Alber
49304,Parsifal Press
49305,Islamic Productions
49306,Noor Foundation USA
49307,Hodder Arnold Publication
49308,Prentice Hall General Reference
49309,"Real Paople Press (Lafayette, CA)"
49310,Axiom Books
49311,Warp Graphics
49312,P.I.G. Press
49313,"Random House UK, Limited"
49314,Lincoln Davies
49315,Ices Publishing
49316,Arris Books
49317,Bouldin Hill Press
49318,Core Pub.
49319,"Meisha Merlin Publishing, Inc."
49320,Avon Flare Book
49321,"Pimlico, 1998"
49322,La factoria de ideas
49323,Dept. of Health and
49324,Between the Lines (CA)
49325,Airship Entertainment
49326,Chartwell-Bratt
49327,Mq Publications Ltd
49328,Regnery Publishing (DC)
49329,Nioajoll Publications
49330,MGS Publishing
49331,Shakti River Press
49332,Penguin (Canada)
49333,Harmondsworth Penguin
49334,Alaska Vanessa Press
49335,Anchor Distributors
49336,Mountain Meadow Pub.
49337,Aj Books
49338,Bloomfield Books
49339,E.D.S.
49340,Arnold Pub Ltd
49341,Brooklyn Museum
49342,Tower Press
49343,Ugly Town
49344,Oregon Sea Grant
49345,American Psychiatric Association
49346,Lowry House
49347,Beaten Biscuit Press
49348,"Harcourt, Brace, Jovanovich"
49349,Still's Books
49350,"Anderson Gallery, Virginia Commonwealth University"
49351,Sow's Ear Pr
49352,Barbara L Grainger
49353,Flying Elephant Books
49354,"Direccion de Literatura, Coordinacion de Humanidades, Programa Editorial"
49355,Mariner
49356,"Kotobuki Publications, LLC"
49357,Michael Forsberg Photography
49358,"Rowman & Littlefield Publishers (Lanham, MD)"
49359,"Communications Kudo.ca Inc., Montreal"
49360,Bartholomew
49361,Levin Associates
49362,"The Audio Partners, Mystery Masters"
49363,Fluide glacial - Audie
49364,Allen Publishing
49365,Metapub.
49366,Jerome S. Ozer Publishers
49367,Booking International
49368,"Ardis Publishers (Ann Arbor, MI)"
49369,Enhancement Books
49370,"Advance Publishers, L.C."
49371,Dearfield
49372,GP Courseware
49373,Presses Cité
49374,Studio Editoriale SRL
49375,CSE Books
49376,Dreamflyer Publications
49377,Northern Book Centre
49378,"Look, Learn & Do Publications"
49379,Wordbridge Pub
49380,Rising Star Publishers
49381,Write-Side Productions
49382,Wolfound Press
49383,Cheetah Express Professional Achievement Series
49384,MP Ediciones S.A.
49385,Central Electric Railfans' Association
49386,Leobrand Books
49387,Platform Projects
49388,Twenty-Two/Sevenths Company
49389,Highland Publications
49390,Gorgeous Notions Press
49391,Stuttgart : Thienemann
49392,"Grupo Editorial Planeta, S.A."
49393,Demery Publishing
49394,Le Cinephage
49395,Tiger Lily Publishing
49396,Al-Walaa Publications
49397,WaRP Graphics
49398,Cote-Femmes Editions
49399,Dan Sanderson
49400,Whale & Star
49401,Greyfalcon House
49402,Round Table West
49403,Victor Gollancz (Orion Books)
49404,Snakeweed Press
49405,Tabay Publications
49406,Groundskeeper's Cottage Press
49407,Uptown Dog
49408,La Biennale di Venezia
49409,Graduate Group
49410,Menasha Ridge Pr
49411,Committee for Economic Development
49412,Longo
49413,Greenwood Press (London)
49414,"San Juan Enterprises, Inc."
49415,Corcordia Pub. House
49416,Editorial Trotta
49417,New York: Hyperion
49418,Longfellow Publishing
49419,The University Of California Press
49420,University of Nevada Press (Reno)
49421,Alcina Press
49422,White Thread Press
49423,Indian Institute of Advanced Study
49424,K S K Publications
49425,Lws Books
49426,Ozone Productions
49427,Hombres Press
49428,Triumph Publishing
49429,"Jablonka Galerie, Kaln"
49430,"Basic Books, Inc."
49431,Staples & Charles
49432,The Liturgical Press
49433,Chef John Folse and Co.
49434,Prescott Pr
49435,Pascal Press
49436,Berkeley Poets Workshop
49437,Christian Desbois
49438,Dovetale Books
49439,Justice and Spirituality Pub.
49440,Green Turtle
49441,Writers Block Press
49442,Esslinger
49443,Connor & James Book Publishers
49444,Work of Chariot
49445,Spektrum Academic Publishers
49446,Hello! America
49447,Gerhard Wolf Janus Press
49448,Al-Zahra' Lil-I'lam Al-'Arabi
49449,Foreign Cultural Information Dept.
49450,Ahlam Shalhout
49451,Tabb House Originals
49452,Livingston Publishing Company
49453,Claymont Communications
49454,Shakespeare Head Press
49455,Adrianne Brady
49456,C.J. Sanchez Sanchez
49457,M O L Books
49458,Loeb Classical Library 337
49459,North Wind Publishing
49460,Sadler
49461,O.K. Center of Contemporary Art
49462,Tender Buttons Books
49463,"International Outreach, Incorporated"
49464,Vittorio Media
49465,Bahri Publications
49466,Purelight Pub.
49467,Why Not??? Publications
49468,Rincon Childrens Entertainment
49469,Compassbooks
49470,M.Joseph
49471,W. Smith
49472,Seven Star Communications
49473,Conquering Books
49474,"New American Library, Inc./Times Mirror Company"
49475,Suhrkamp BasisBibliothek 45
49476,SWAN Buch-Vertrieb
49477,Winkler
49478,"The Metropolitan Museum of Art, New York"
49479,SITE Santa Fe
49480,Association for Research & Enlightenment
49481,Jennings Publishing
49482,Belle Compass
49483,TradingMarkets Publishing Group
49484,Forest Books (Boston)
49485,capitol christian
49486,Utah Geological Survey
49487,New Life Images
49488,NCUP
49489,C.W. Tatum Pub. (1150 Lincoln Road Stockton CA 95207)
49490,Northern Fire Publishing
49491,Deyrollé
49492,Mardaga
49493,Tandem Edicions
49494,Latina Lesbian History Project
49495,Saint Simon
49496,Vital Flow Publications
49497,Grosset and Dunlap
49498,Glyptodon Publishing Company
49499,Beta Phi Mu
49500,Indigo After Dark
49501,Indian Life Ministries
49502,Nathanael Publishing
49503,Cliffside Studio
49504,Tagus
49505,IIP Consumer
49506,Independent Information Publications
49507,Patrick Crean Editions
49508,Causeway/Voxcorp
49509,Lexden Publishing.
49510,Dramatic Publ.
49511,Allelon Publishing
49512,Marian Chace Memorial Fund of AME Tion
49513,American Jewish Joint Distribution Committee
49514,OUP
49515,Art in General
49516,Fraser Press
49517,Wizards of the Coast (TSR)
49518,Stylewriter Publications
49519,Chatto and Windus 1990.
49520,Boomerang New Media
49521,City of Light
49522,Odense University Press
49523,J.W. Cappelen
49524,Wynnesome Press
49525,Lippincott & Crowell Co.
49526,Think-Outside-The-Book
49527,Third Rail Press
49528,Barcelona Ediciones B
49529,BAR-BRI Law Review
49530,Hodder Pb
49531,"Carroll & Graf Publishers, Inc. (NYC)"
49532,Diamond Star Press
49533,"R & T Enterprises, Incorporated"
49534,E. Chapin
49535,Antiques by Lise Bohm
49536,Jo Anne Van Tilburg
49537,Ralph Woodrow Evangelistic Association
49538,Sonika Publishing
49539,Barking Moon
49540,Medusa
49541,East/West Bridge Pub. House
49542,Brighter Vision Education Ltd
49543,Pivotal Publications
49544,Kraus Reprints
49545,"University of California, American Indian Studies Center"
49546,Pejama Press
49547,Bergen Books
49548,Swami Sez Press
49549,Maple Mountain Press
49550,Workman Publishing Algonquin Books
49551,W.H. Freeman & Company (US)
49552,Leadingeducation.com Inc.
49553,Colour History
49554,Fabre & Faber
49555,Pop Top Publishing
49556,"Vision, Warner Books"
49557,Universidad de las Palmas de Gran Canaria Servicio de Public
49558,Time Warner Books UK (first published 1987)
49559,Anchor Books Doubleday
49560,"Custom Communications, Inc"
49561,"Hg Pub.,"
49562,Northouse & Northouse
49563,Stanford Alumni Association
49564,University of Birmingham
49565,Oasis Publications
49566,Earmark Publishing
49567,Madrona Publishers
49568,Squire General
49569,American Academy of Nursing
49570,"North Point Press (Gordonsville, VA)"
49571,Farrar Straus Giroux (NY)
49572,Impact Livre
49573,Buchet - Chastel
49574,Six pieds sous terre
49575,Barclay Books (FL)
49576,Editions 10-18
49577,"Newsweek Books, New York"
49578,Yale University Press in association with National Gallery of Ottawa
49579,Institute for Balkan Studies
49580,Galeria Javier Lopez
49581,Dachosen Publishing
49582,"Dell Publishing Co., Inc. / Delta"
49583,Penguin Books India Pvt Ltd
49584,Photo Publishing
49585,"Discovery Communications, Inc."
49586,Map Group
49587,Green Note Music Publications
49588,MPT Books
49589,Genisis Nuborn
49590,"Matan Omanuyot,"
49591,Matan Arts Publishers Ltd.
49592,True North
49593,Applied Academic Services
49594,Checkmate Publishing
49595,"William Morrow & Co, Inc."
49596,Walsch Books
49597,Zenith Press/MBI Publishing Company LLC
49598,Patter Publications
49599,Life Extension Media
49600,"Proteus Books, Ltd."
49601,Institute for Healthcare Improvement
49602,"Abbeville Press, Inc."
49603,Colbert House
49604,Carroll & Graf Publishers/Avalon Publishing Group Inc.
49605,Afchron Publications
49606,Maine Folklife Center
49607,Shofar Publishing
49608,Moon Books
49609,MTRS
49610,Daniels Graphics
49611,SRV
49612,Mountain Imagery
49613,McArthur & Co
49614,Dance Books Ltd.
49615,FTC Publications
49616,Aye-Aye Arts
49617,Waverly Press
49618,Chiron Assoc Inc
49619,New Messenger Books
49620,Health South Press
49621,Bookman
49622,Food Products Press
49623,Peak Sales Consulting
49624,Ecruiting Alternatives
49625,I.J.E. Book Publishing/Kid Stuff
49626,Seawise Publication
49627,"R. Brockhaus, Haan"
49628,Trefoil Publications
49629,Minerals and Energy Research Institute of Western Australia
49630,Infini Press
49631,Canadian Mathematical Society
49632,AeroGraphics (FL)
49633,MD Goddess
49634,Printstar Books
49635,Purple Bus Publishing
49636,Natl Trust
49637,"Imágica Ediciones, S.L."
49638,Barnes & Noble Books (NYC)
49639,One Page Business Plan Company
49640,Happy Heart Press
49641,Bristol Classical Pr
49642,Progress Books
49643,Cwi Publications
49644,American Tolkien Society
49645,Laugh Lines Press
