IdPublisher,PublisherName
3658,FASA Corp.
3659,Fasa
3660,Law Book Co. for New South Wales Bar Association
3661,Lotus Press (WI)
3662,Thomson Healthcare
3663,Hampton Roads Publishing Company
3664,"SSDC, Inc."
3665,The Viking Press
3666,Journey Editions (VT)
3667,Brookings Institution Press
3668,Medico Dental Media International
3669,Osprey Publishing (UK)
3670,Dewi Lewis Publishing
3671,Steve Jackson Games
3672,"O'Reilly Media, Inc."
3673,Penguin (Non-Classics)
3674,Dayton Art Institute
3675,Mayfield Publishing Company
3676,Saunders/Silver Pixel
3677,University of Idaho Press
3678,RotoVision
3679,"Fischer-TB.-Vlg.,Ffm"
3680,Duquesne University Press
3681,BkMk Press of the University of Missouri-Kansas City
3682,Alain de Gourcuff
3683,Orchard
3684,Ann Baumgardner
3685,The Overlook Press
3686,Destino
3687,"Espasa Calpe Mexicana, S.A."
3688,Har Anand Publications
3689,Woodhead Publishing
3690,A. S. Barnes
3691,Branden Books
3692,Black Arrow Studio & Press
3693,First Avenue Editions
3694,New Concepts Publishing
3695,Harper Element
3696,Helion & Company
3697,Snow Lotus Press
3698,Dark Horse Books
3699,WordSong
3700,Baha'i Publications Australia
3701,Ammo Books
3702,Caedmon
3703,Clinamen Pr Ltd
3704,Chivers
3705,Books In Motion
3706,Turnkey Press
3707,Dushkin/McGraw-Hill
3708,Truman State University Press
3709,Decatur Bainbridge Press
3710,Standard Pub
3711,Amber Books (AZ)
3712,Presses Universitaires de France
3713,Flammarion-Pere Castor
3714,Abbey Publishing
3715,Pearson Education
3716,International Labour Office
3717,Invisible Publishing
3718,Moyer Bell
3719,Hotunpress
3720,The Johns Hopkins University Press
3721,TAN Books & Publishers
3722,Michael Glazier Books
3723,Constable and Robinson
3724,Publisud
3725,Sage Publications UK
3726,Spence Publishing Company
3727,Marquette University Press
3728,Eerdmans
3729,Heartways Press
3730,Radiant Heart Press
3731,Orion Books
3732,Crown Business
3733,Avian Books
3734,Longhorn Creek Press
3735,Inner Traditions International
3736,National Association of Photoshop Professionals
3737,Swan Press (MI)
3738,Newmarket Press
3739,King's High Way
3740,Joseph Henry Press
3741,Winding Stair Press
3742,Poppy
3743,Alfaguara
3744,Martinus Nijhoff Publishers / Brill Academic Publi
3745,Red Dog
3746,Auckland University Press
3747,Iron Press
3748,J.A. Kempner
3749,Bellerophon Books
3750,Weldon Owen
3751,AIAA (American Institute of Aeronautics & Astronautics)
3752,LitRag Press
3753,UWA Publishing
3754,Rocky Mountain Books
3755,"Museum of Contemporary Art, San Diego"
3756,Agio Publishing House
3757,1873 Press
3758,Donning Company Publishers
3759,Bloomsbury Publishing Inc
3760,Katydid Books
3761,Hampton Press (NJ)
3762,Pathfinder Publishing of California
3763,Renaissance Ebooks
3764,"Ellora's Cave Publishing, Incorporated"
3765,Fleuve Noir
3766,Calouste Gulbenkian Foundation
3767,Performance Management & Logistics Associates
3768,Piggy Toes Press
3769,Prion (GB)
3770,Papilio Publishing
3771,Quai Voltaire
3772,Impact Christian Books
3773,Cheek
3774,YoungJin Singapore Pte. Ltd.
3775,Jist Publishing
3776,Springer Publishing Company
3777,"MacMillan Education, Limited"
3778,Aerie
3779,Circlet Press
3780,J. Paul Getty Museum
3781,Green Lion Press
3782,Marvel Entertainment Group
3783,Autodesk Press
3784,Focus on the Family Publishing
3785,Veenman Publishers
3786,Franciscan Media
3787,National Federation of Blind
3788,Center for Learning
3789,Healing Arts Press
3790,Crimson Horse Entertainment and Pub. Co.
3791,Central European University Press
3792,Auerbach Publications
3793,Tilbury House Publishers
3794,W.W. Norton
3795,Flying Pen Press
3796,Crane Hill Publishers
3797,Harlequin Readers' Choice
3798,Morehouse Publishing
3799,American Education Publishing
3800,"Stewart, Tabori, & Chang"
3801,Éditions Hurtubise
3802,Apple Press
3803,Smarter Than Jack
3804,Manor House Press
3805,Educational Development Corporation
3806,Gill & Macmillan
3807,Roc Trade
3808,Appleton-Century-Crofts
3809,Anchor Press/Doubleday
3810,Volt Press
3811,Russell Meerdink Company
3812,Harcourt College Publishers
3813,Ben Uri Gallery & Museum
3814,Timely Visions Pub. Co.
3815,ICS Books
3816,Dorrance Publishing Co.
3817,BBS Publishing Corporation
3818,Barefoot Books
3819,Martha's Vineyard Museum
3820,Audio Renaissance
3821,Airplan Flight Equipment Ltd
3822,(Airplan Flight Equipment)
3823,Juta Academic
3824,Two Backed Books (an imprint of Raw Dog Screaming Press)
3825,Presses de la Cité
3826,Omnibus Press
3827,Mad Uke Publishing
3828,Peterson's
3829,Navpress Publishing Group
3830,Th1nk Books
3831,Pantheon (NY)
3832,Titania Medien
3833,James Press
3834,Books by Users Press
3835,Onyx Neon Press
3836,Kairos Press
3837,Young Corgi
3838,Entercom Saurus Records
3839,"Reclam, Ditzingen"
3840,University of Pennsylvania Museum Publications
3841,Btb Bei Goldmann
3842,Diogenes
3843,Music Minus One
3844,Perfect Word Messianic Publishing
3845,Perfect Word Publishing
3846,Turner/Unam
3847,Tate Publishing (CA)
3848,HarperElement
3849,Egmont
3850,Hutchinson
3851,1st World Library
3852,Geological Survey (USGS)
3853,Small Press United
3854,Methuen Drama
3855,Meriwether Publishing
3856,Bell Bridge Books
3857,Office of Deputy Prime Minister
3858,Everyman Paperbacks
3859,Talman Company
3860,Lonely Planet
3861,Rnk Publishing House LLC
3862,Billboard Books
3863,Norwood House Press
3864,Orange Frazer Press
3865,Gestalt Press
3866,Grupo Editorial Norma
3867,Fodor's Travel Publications
3868,Academic Therapy Publications
3869,Llewellyn Espanol
3870,Planeta
3871,Dragonhawk Publishing
3872,Envoy Press
3873,Planeta Pub Corp
3874,Kinetic Publishing Corporation
3875,Rayo
3876,Routledge (NYC/London)
3877,Artech House Publishers
3878,Diana
3879,VIZ Media
3880,Walker Books
3881,School of American Research Press
3882,Ekare
3883,Slavica Publishers
3884,French & European Publications Inc
3885,BJU Press
3886,Geddes & Grossett
3887,Tomo
3888,ACLS History E-Book Project
3889,"Educational Impressions, Inc."
3890,Phillimore & Company
3891,ReganBooks
3892,Montlake Romance
3893,Fischer-Taschenbuch-Verlag
3894,Equilibrium Books
3895,Gwasg Carreg Gwalch
3896,Celtic Studies Publications
3897,Seren
3898,Routledge & Kegan Paul
3899,Heinemann International Literature and Textbooks
3900,Nexed Editions
3901,Chipmunka Publishing
3902,JFL Books
3903,New Holland Australia(AU)
3904,Caxton Editions
3905,Cambridge University Press (NYC/Cambridge)
3906,Imperious Publishing
3907,David C. Cook
3908,Durban House Publishing
3909,Pleasure Principle Publishing
3910,Third World Press
3911,Pluma Designs Inc.
3912,Chatto And Windus
3913,Naylor Co
3914,Teacher Created Resources
3915,Canterbury Press
3916,Castweasel Publishing
3917,Yellow Deer Press
3918,National Defense University
3919,Blue Mountain Press
3920,"Haynes Manuals, Inc."
3921,Sono NIS Press
3922,Bonanza Books
3923,Galaxy
3924,Orion Children's Books
3925,Bloomsbury USA Childrens
3926,Ediciones B
3927,"Ediciones Serres, SL"
3928,Ediciones Barataria
3929,Magination Press
3930,Chatham River Press
3931,Delcourt
3932,Entente
3933,"Mel Bay Publications, Inc."
3934,Carroll & Brown
3935,RJ Publications
3936,Goodheart-Willcox
3937,Biddle
3938,Back to Front
3939,Harper Collins Publishers
3940,Rosebud Books
3941,Dharma Publishing
3942,Olympia Press
3943,Aisthesis Verlag
3944,Juedischer Verlag
3945,DK CHILDREN
3946,Fearon Education
3947,New in Chess
3948,Capstone
3949,Blackwell
3950,Cameron Books
3951,Hope Springs Press
3952,Rizzoli Universe Promotional Books
3953,Carlton Books Ltd
3954,Faith & Life Press
3955,Lost Coast Press
3956,Jüdischer Verlag
3957,Winners Success Network Publishing
3958,Loizeaux Brothers
3959,Fodor's
3960,Walt Disney
3961,Blandford Press
3962,Simon & Schuster Education
3963,Happy about
3964,AVA Publishing
3965,P.I.E. Books
3966,StockLayouts LLC
3967,Rockport Pub
3968,Houghton Library
3969,Collins Design
3970,Graphis Press
3971,Atria
3972,Huntington House Publishers
3973,CSIRO Publishing
3974,Blanvalet
3975,Ernst Reinhardt Verlag
3976,Eulenburg
3977,Indialog Publications
3978,Michelin Travel Publications
3979,Corvalis Publishing
3980,Unionsverlag
3981,Williamson Music Co.
3982,Pavilion
3983,IBM Press
3984,Jewish Lights Publishing
3985,Engineering & Management Press
3986,Michael O'Mara
3987,ISA
3988,CL Engineering
3989,Isis
3990,M.E. Sharpe
3991,Cartwheel Books
3992,Little Brown
3993,Emblem Editions
3994,TATA McGraw-Hill Publishing Company
3995,Pegasus Communications
3996,Art Media Resources
3997,Dewan Bahasa Dan Pustaka
3998,Gill Books
3999,Kaplan
4000,McGraw-Hill/Osborne Media
4001,K.G. Saur Verlag
4002,Franklin Watts Ltd
4003,Spectran Pub
4004,Economic and Social Reseach Institute (ESRI)
4005,"Henry Holt & Company, Inc."
4006,Ravette Publishing Ltd
4007,Simcha Media Group (NJ)
4008,Pineapple Press
4009,Topper Books
4010,"Choice Publishing, Incorporated"
4011,Triumph Books
4012,Harvill Press
4013,Thomas More Association
4014,Oxford Schools
4015,Plume Books
4016,Beckham Publications Group
4017,Voyageur Press (MN)
4018,ASCD
4019,Hodder Arnold
4020,"Modern Language Association of America, an Imprint of Modern Language Association of America"
4021,University of Rochester Press
4022,Ox Bow Press
4023,Points
4024,Dis Voir Editions
4025,Hazan
4026,Thames  Hudson
4027,Gramedia Pustaka Utama
4028,"Friedrich Reinhardt, Ruedi Reinhardt Verlag AG"
4029,AudioGO
4030,Editorial Pax Mexico
4031,"Stewart, Tabori and Chang"
4032,"Random House, Inc."
4033,Onview Books (Onview.Net Ltd)
4034,Luchterhand Hardcover
4035,Schirmer/Mosel
4036,Museum
4037,de.Mo Design Limited
4038,Unifo
4039,Scolar Press
4040,NewSouth Books
4041,Contrasto
4042,Mongoose Publishing
4043,New Holland Publishers
4044,MIRA BOOKS
4045,Arbordale Publishing
4046,Econ One
4047,JIST Works
4048,TheCapitol.Net
4049,Deutsch
4050,History Compass
4051,Academy Chicago Publishers
4052,Barcino-Tamesis
4053,C. Renfrow
4054,Firebrand Books
4055,Chantecler Press
4056,A.J. Oppedal
4057,Melbourne University Press
4058,McGraw-Hill Health Care Education Group
4059,Frank Cass Publishers
4060,Regent College Publishing
4061,Kugler
4062,Scirocco Drama
4063,Inspirio
4064,Utah State University Press
4065,Les Allusifs
4066,Ayer Co Pub
4067,Anthos
4068,VARIOUS
4069,Nelsonword Publishing Group
4070,Pacific Research Institute
4071,Women's Press (UK)
4072,Covenant Publishing
4073,Woman's Missionary Union
4074,Zondervan Gifts
4075,Master Press (TN)
4076,"Little, Brown Young Readers"
4077,Grand Caractère
4078,Princess Books
4079,University of Philippines Press
4080,Mountain Church
4081,Triple Crown Publications
4082,J'Ai Lu
4083,STFM Société des textes français modernes
4084,Ehapa Comic Collection - Egmont Manga & Anime
4085,Rosenheimer Verlagshaus
4086,Lichtung Verlag GmbH
4087,"Believe Books, LLC"
4088,Signet Classic (New American Library)
4089,Haskell House
4090,Tor Paranormal Romance
4091,Ben Yehuda Press
4092,J.P. Lippincott
4093,Bluewood Books
4094,American Society of Mechanical Engineers
4095,Centre Pompidou
4096,Sb Publications
4097,Christian Pirot
4098,Talon Books
4099,Prime Books
4100,Selah Publishing Group
4101,Waterbrook Press
4102,Buchanan Resources
4103,Bloody Brits Press
4104,Allison and Busby
4105,Oxfam Pub
4106,Wyndham Hall Press
4107,Bryan Goss
4108,Oliver-Nelson Books
4109,Scholastic en Espanol
4110,P I E Books
4111,Grace Publications Trust
4112,Pantheon Books
4113,Zondervan Academic
4114,Ibex Publishers
4115,Gibb Memorial Trust
4116,Samuel French Trade
4117,Baker Academic
4118,"Reclam, Leipzig"
4119,Ladybird Books Ltd
4120,Lancer Publishers LLC
4121,Michel Lafon
4122,Brandon/Mount Eagle
4123,Truth Seeker
4124,Institute for Public Policy Research (IPPR)
4125,Walk the Talk Company
4126,Centre for Multicultural Studies University of Wollongong
4127,Simon and Schuster
4128,Lifebridge
4129,Maverick House
4130,EFS Publishing
4131,Intelligence
4132,Mindshare Press
4133,Overlook Connection Press
4134,Third Millenium Pub Ltd
4135,Gregg Press
4136,Orbit
4137,Arrow Books
4138,Hodder & Stoughton Ltd.
4139,Del Rey (NY)
4140,Hodder & Stoughton Ltd. (London)
4141,Masquerade Books
4142,Nexus (UK)
4143,Baby Directory
4144,Bantam Books Ltd
4145,Robert Reed Publishers
4146,Mirrorstone
4147,Cisco Press
4148,Breakaway Books
4149,Lion Publishing Plc
4150,Grandreams
4151,Knopf Publishing Group
4152,Shaye Areheart Books
4153,Blackstone Press
4154,Blooms Literary Criticism
4155,HQN
4156,Stoecklein Publishing
4157,UIT Cambridge Ltd.
4158,Jrp Ringier
4159,New Hampshire Pub. Co.
4160,Philip Allan Updates
4161,Christian Publications
4162,Summersby Press
4163,Le Chêne
4164,Browning Press
4165,LD Books
4166,Lyford Books/Presidio Press
4167,VDM Verlag Dr. Mueller E.K.
4168,Avocet Press
4169,T.C. Anadolu Universitesi Sosyal Bilimler Enstitusu
4170,Kurodahan Press
4171,Summit
4172,Gryphon House Inc.
4173,Your Domain Publishing
4174,Common Ground Publishing Pty Ltd
4175,Cherry Red Books
4176,Charlesbridge Publishing
4177,Legend
4178,G.P. Putnam's Sons
4179,Wheeler Press
4180,TSR
4181,Picador Books
4182,Totem Books
4183,Ravenna Press
4184,Historical Publishing Network
4185,講談社
4186,Willowtree Press
4187,Special Interest Model Books
4188,Newnes
4189,The Dial Press
4190,S.T. Publishing
4191,Chainline
4192,Arcade Publishing
4193,Harper Teen
4194,Riverhead Hardcover
4195,Gutter Press
4196,Third Side Press
4197,Allen & Unwin Children
4198,Retro Systems
4199,Sentinel
4200,Helter Skelter Publishing
4201,Popular Library
4202,Bantam Classic & Loveswept (Mm)
4203,Delta
4204,"John F. Blair, Publisher"
4205,Seal Press
4206,Capra Press
4207,Winedale Publishing
4208,Smith & Kraus
4209,NTC Business Books
4210,Creation Books
4211,"Coronet, Hodder & Stoughton Ltd"
4212,i.e. Clark
4213,New Harbinger Publications
4214,Analytic Press
4215,The Analytic Press
4216,Jessica Kingsley Publishers Ltd
4217,Write Stuff Syndicate
4218,Mercury Books
4219,Pushcart Press
4220,Caroline House
4221,Geological Society of America
4222,Connecticut Conference of Municipalities
4223,Chrome Dreams
4224,DM
4225,Music Powers
4226,Balcony Press
4227,Axel Menges
4228,Plan
4229,Grin Verlag Gmbh
4230,Ediciones Polígrafa S.A.
4231,Harvest Moon Books
4232,Avant Publishing Co
4233,Kiepenheuer & Witsch
4234,Ashgrove P
4235,Winter
4236,Duncan Baird Publishers
4237,Ravenbrook Publishers
4238,Walter Foster Jr
4239,La factoría de ideas
4240,Kulturverlag Kadmos
4241,Verlag J. B. Metzler
4242,Wiley Law Pubns
4243,Akademie Verlag
4244,Severn House Pub Ltd
4245,Süddeutsche Zeitung
4246,Philipp Reclam Jun Verlag
4247,Colin Smythe
4248,Ariadne Press (CA)
4249,Atlas Press
4250,Quartet Books Ltd
4251,Noir Publishing
4252,"Bridge Publications, Inc."
4253,SFBC Fantasy
4254,Peter Pauper Press
4255,Syracuse University Publications in Continuing Education
4256,Philosophical Research Society
4257,Skidmore-Roth Pub.
4258,Other
4259,Prairie Oak Press
4260,Rowohlt Taschenbuch Verla
4261,Weitbrecht
4262,RH Audio
4263,Dean
4264,Dutton
4265,Anhinga Press
4266,University of Iowa Press
4267,Mayo Clinic
4268,Pax
4269,Six Gallery Press
4270,New Discovery Books
4271,Süddeutsche Zeitung Bibliothek
4272,McClendon Report
4273,ComicsOne
4274,Grosvenor Books
4275,Philomel
4276,The Crowood Press UK
4277,Specialty Press
4278,Bollingen/Princeton University Press
4279,Stanford Business Books
4280,Waveland Press
4281,"Minnesota Humanities Commission, Motheread/Fatheread-MN"
4282,Richard C. Owen Publishers
4283,Weidenfeld & Nicholson
4284,Blue Sky Press
4285,Nightingale Press
4286,Hellgate Press
4287,Wimzkl Publishing Company
4288,NorthSouth Books
4289,Possum Press
4290,Spare Change Books
4291,Nantucket Publishing
4292,Facts on File Inc
4293,American Society of Papyrologists
4294,Times Books(NY)
4295,"Wesleyan University Press (Middletown, CT)"
4296,Meadowbrook
4297,Martino Fine Books
4298,Russell Enterprises
4299,The Arthur H. Clark Company
4300,Morrow
4301,Hakusensha
4302,Bilingual Review Press (AZ)
4303,Opus Communications
4304,Ivy/Ballantine Books Inc.
4305,HarperCollins UK
4306,Lifeway Church Resources
4307,ASTD
4308,"Hutchinson, Stein and Day, Arrow, Ballantine"
4309,"Coppenrath, Münster"
4310,American Express Publishing
4311,Yellow Jersey
4312,Tompkins Press
4313,Red and White
4314,Steinkopff
4315,Tiger Tales
4316,Hachette Livre / Gauthier-Languereau
4317,Beacon Books Publishing
4318,White Star Publishers
4319,Silhouette Books
4320,Atlantic Publishing Company (FL)
4321,daab
4322,Namaste Publishing (
4323,Smashwords Edition
4324,Sierra Club Books
4325,Nodin Press
4326,Parthenon Publishing Group
4327,Nri
4328,Manole
4329,Phantom Press (FL)
4330,"Sea Search, Inc."
4331,Recorded Books
4332,Palm Island Press
4333,Dog Ear Publishing
4334,Bulfinch Press
4335,Random House Large Print
4336,Henry Holt and Co. BYR Paperbacks
4337,SPIE-International Society for Optical Engineering
4338,Soho Press
4339,Friedman/Fairfax Publishing
4340,"Honoribus Press, the"
4341,Passporter Travel Press
4342,Brandeis University Press
4343,Aa Publishing
4344,Green Dragon Publishing Group
4345,Birch Brook Press
4346,UniversityOfHealthCare
4347,Desert State Publishing
4348,Histoire & Collections
4349,"Beech Tree Books/William Morrow and Company, Inc."
4350,Love Spell Books
4351,Math Solutions
4352,Solution Tree
4353,Pearson/Education
4354,Currency Press
4355,Destino Ediciones
4356,Novell Press
4357,Apress
4358,William Morrow & Co
4359,Mgma
4360,Medical Group Management Association/Center for Research in Ambulatory Health Care Administration
4361,William Morrow Cookbooks
4362,Whitston Publishing Company
4363,Cato Institute
4364,University of Tennessee Press
4365,Society of Antiquaries of Scotland
4366,Agreka Books
4367,Horizon Publishers & Distributors
4368,Spring Creek Book Company
4369,GMC Publications
4370,Dalmatian Press
4371,Thoth Publications
4372,Fairwood Press
4373,Pearson PTR Interactive
4374,Five Star
4375,Minotaur Press
4376,Heineman
4377,Cuba Transition Project Institute for an Studies University
4378,Treasure House
4379,"Simon & Schuster, Inc."
4380,Holmes & Meier Publishers
4381,FQ Publishing
4382,GLB Parkland Verlagsges.Mbh
4383,IBM.Com/Redbooks
4384,Vanderbilt University Press (TN)
4385,The Crossroad Publishing Company
4386,Crossroad
4387,Burns & Oates
4388,Geneva Press
4389,Gregorian University Press
4390,Seymour Institute for Advanced Christian Studies
4391,House to House Publications
4392,Outgoing Press
4393,Tusquets Editor
4394,Edgewater Books
4395,Brentwood-Benson Music Publishing
4396,Word Music
4397,Peter Randall Pub
4398,Tidewater Publishers
4399,Swallow Press
4400,Darling Press
4401,International Commission of Jurists
4402,Virginia Museum of Fine Arts
4403,"Tuttle Publishing,US"
4404,Ppct Research Publications
4405,Richmond Publishing Company
4406,Carl Hanser Verlag GmbH & CO. KG
4407,Usborne
4408,Kali for Women
4409,Ilsi Press
4410,Angel Books
4411,"Signet Classic, an imprint of Dutton Signet"
4412,انتشارات امیرکبیر
4413,Jove / Penguin Group
4414,A K PETERS
4415,Bonnier Pocket
4416,American Institute of Steel Construction
4417,Barbara Cartland
4418,Maisonneuve
4419,Oyster River Press
4420,Institute of Clinical Research
4421,Ravette Publishing
4422,"Ravette,"
4423,Le Félin
4424,Meyer Publishing
4425,Wilderness Press
4426,Boosey & Hawkes Inc
4427,Giorgio Nada Editore
4428,Gwasg Gomer
4429,MVP Books
4430,Extreme Press
4431,Tab Books
4432,Northfield Publishing
4433,Quercus Books
4434,Fairchild Books AVA
4435,Ballantine Books Inc.
4436,Futura
4437,HarperPaperbacks
4438,Fawcett Gold Medal
4439,Three Came Home
4440,Podzun-Pallas
4441,T. Audel
4442,Center Point
4443,Mills & Boon By Request
4444,Harlequin Ibérica
4445,Merrimack Publishing Corporation
4446,Wadsworth Cengage Learning
4447,Harvard Collection of Historical Scientific Instruments
4448,Bolinda Publishing
4449,Vintage Crime/Black Lizard
4450,Irvington Publishers
4451,Harlequin Nascar
4452,Harlequin Signature Spotlight
4453,Fontana Books
4454,Pan Books Ltd.
4455,MANDARIN
4456,Coward McCann
4457,Hodder & Stoughton General Division
4458,The Travel Book Club
4459,The Harvill Press
4460,Harper Collins Pod
4461,Pyramid
4462,Titan Books (UK)
4463,Panini Publishing Ltd
4464,Darktales Publications
4465,Mira Books
4466,Lawrence Erlbaum Associates
4467,Av2 by Weigl
4468,Sunstar Publishing (IA)
4469,Elsevier Science & Technology
4470,Peterson Institute for International Economics
4471,Opera Journeys
4472,Scholastic Teaching Resources (Teaching
4473,Purple Bear Books
4474,Riba Publishing
4475,WORD Publishing Group
4476,Tokyopop
4477,Scholastic Trade
4478,Beacon Press (MA)
4479,"Thomson Wadsworth,"
4480,Dean & Son Ltd
4481,Sloan Pub.
4482,Armada
4483,Knight Books
4484,"Heinle, Cengage Learning"
4485,EMC Corp.
4486,Eastern Washington University
4487,Ecco Press
4488,On the Farm Press
4489,Pearson It Certification
4490,Floris Books - Floris Books
4491,Hertfordshire Publications
4492,J. A. Allen
4493,Kiepenheuer & Witsch GmbH
4494,"Penguin Books, Limited (UK)"
4495,Puffin Bks
4496,Random House Inc (T)
4497,SandCastle
4498,"Sterling Publishing Company, Inc."
4499,Zoland Books
4500,Walrus Books
4501,Dutton Children's Books
4502,Museum for African Art/Cathedral Church of Saint John the Divine
4503,Bradygames
4504,Kobalt Books
4505,Salamander Books (PA)
4506,Spellmount Publishers
4507,Pen & Sword Books
4508,Bartleby Press
4509,Nautical & Aviation Publishing Company of America
4510,Thames and Hudson Ltd
4511,Daily Racing Form press
4512,Mission City Press
4513,Bethel Publishing
4514,Green Tiger Press
4515,Shens Books
4516,Ktav Publishing House
4517,Pisgah Foundation
4518,ISBS
4519,Laredo Pub Co
4520,Hotsaat Labirintos
4521,"Dorian Welles Proprietary, Limited"
4522,Toby Press
4523,Justice House Publishing
4524,Gordon & Breach Publishing Group
4525,Risk Books
4526,Fundación Germán Sánchez Ruipérez
4527,Tebot Bach
4528,FarStarFire Press
4529,Let's Go Publications
4530,Friday
4531,Jersild Press
4532,La Lieutenance
4533,F. Van de Velde
4534,Channel 4 Books
4535,Back Fork Books
4536,Potes & Poets Press
4537,"Macmillan in association with St. Antony's College, Oxford"
4538,Biomedical Press
4539,Hambledon & London
4540,Hatala Geroproducts
4541,Lexis Law Publishing (Va)
4542,W.W. Norton & Company
4543,Random House Business
4544,Arcana Books
4545,Studio
4546,Red Dust
4547,River Road Publications
4548,Anvil Press Poetry
4549,Ginn Press
4550,Anthony D'Offay Gallery
4551,Harlequin Love  Laughter
4552,Riverbend Publishing
4553,Harlequin Mills & Boon
4554,Tiger Books
4555,HarperCollins - AU
4556,"Hoffmann und Campe, Verlag"
4557,Bloomsbury Methuen Drama
4558,انتشارات ققنوس
4559,Funny Bone Books
4560,Secker & Warburg
4561,silhouette
4562,Silhouette Yours Truly
4563,Tonkam
4564,Anne-Marie Métailié
4565,Aladdin/Watts
4566,It Books
4567,Artistpro.com
4568,Pebble Books
4569,Goodman Games
4570,Linkgua S.L.
4571,Frederic C. Beil Publisher
4572,J. S. Sanders and Company
4573,"Recorded Books, LLC"
4574,Society for American Baseball Research
4575,York Press
4576,Andrea Press
4577,Centro de Investigaciones Sociologicas Instituto de Demografia
4578,Cátedra
4579,Editorial Castalia/Odres Nuevos
4580,Oriel Press
4581,Lannoo Publishers
4582,Lexus
4583,Teach Yourself
4584,Berlitz Publishing
4585,Designs Direct Publishing
4586,Silhouette Deseo
4587,Ediciones Universal
4588,Word Publishing
4589,Kensington Publishing Corporation
4590,Sams Technical Publishing
4591,Valley Publishers
4592,Merrill Publishing Company
4593,Payot
4594,La Découverte
4595,Editions Plon
4596,Bantam (Loveswept)
4597,Norma Editorial
4598,Public Square Books
4599,Alfadil Ediciones
4600,Christian Bourgois
4601,Signet Eclipse
4602,Editorial Sirio
4603,Larcom Press
4604,Broccoli Books
4605,Siglo XXI Ediciones
4606,小学館 [Shōgakukan]
4607,Ladybird
4608,Creative Publications International
4609,Alan R. Liss
4610,Northern Territory University Press
4611,Dramatic Pub.
4612,Leisure
4613,Brava
4614,Delta Publishing Company(IL)
4615,Blackwell/Futura
4616,Monte Ávila Editores
4617,Berkley Sensation
4618,University of Scranton Press
4619,Oceano
4620,"Parentmagic, Inc."
4621,Parker Publishing Co
4622,Wine Appreciation Guild
4623,Springboard Press
4624,Concrete Wolf
4625,Finishing Line Press
4626,Library of Liberal Arts/Prentice Hall
4627,Gallimard (Editions)
4628,F. Bahn Verlag
4629,Heidelberg Graphics
4630,Research Publications (LA)
4631,Woodbine House
4632,Penguin Putnam
4633,Ballinger Publishing Company
4634,Clinical Pub
4635,Casemate Publishers
4636,Search Press(UK)
4637,Gallery of Photography
4638,Hodder Arnold H&S
4639,Scala Books
4640,Hachette Illustrated UK
4641,Hatier Scolaire
4642,Forest Books
4643,Norstedts
4644,新潮社
4645,Meadowbrook Press
4646,文藝春秋 (Bungei Shunjū)
4647,The New Yorker
4648,Pontifical Institute of Mediaeval Studies
4649,Zebra Splendor
4650,George Ohsawa Macrobiotic Foundation
4651,中央公論新社
4652,Co-Published with World Scientific
4653,"Graham Brash (Pte.) Ltd ,Singapore"
4654,Harian Creative Books
4655,講談社 / Kōdansha
4656,One Peaceful World Press
4657,Fortress Book Service
4658,Titania
4659,Archebooks Publishing
4660,W.W. Norton & Co Ltd
4661,Shinchōsha
4662,Full Flame Gmbh
4663,新潮社 [Shinchōsha]
4664,Christopher Davies
4665,Bernan Press(PA)
4666,Aufbau
4667,Obscure Press
4668,Phoenix Illustrated
4669,Press Gang Publishers
4670,Jozsef Attila Kor
4671,Wiley-IEEE Computer Society PR
4672,Europa Verlag GmbH
4673,Kevin Mayhew Ltd
4674,Chūō Kōron Shinsha
4675,Magajin Hausu
4676,Heibonsha
4677,University of Miami Iberian Studies Institute
4678,Spectra Books
4679,Conundrum Press (Canada)
4680,Benchmark Group LLC
4681,American Academy of Political & Social Science
4682,Opera Prima
4683,Sheffield Phoenix Press Ltd
4684,Melcher Media
4685,Wonders of Music
4686,Lectorum Pubns Inc (J)
4687,Sands Publishing
4688,London Mayflower Books
4689,Fernandez Editores
4690,Harcourt Brace College Publishers
4691,Panther Books Limited
4692,Volo
4693,Shūeisha
4694,Bungei Shunjū
4695,Speak
4696,Meredith Music Publications
4697,Hollym International Corp.
4698,Beyond Pale Publications
4699,Naked Guides
4700,Granada
4701,Western Reflections Publishing Co.
4702,"Westview Press Inc. (Boulder, CO)"
4703,Maple Tree Press
4704,Allworth
4705,Samuel French Ltd
4706,"Dog Ear Publishing, LLC"
4707,CWLA Press (Child Welfare League of America)
4708,Pushkin Collection
4709,Haus Publishing
4710,Coronet Books
4711,Vega
4712,Larousse Mexico
4713,North River Press
4714,IDW Publishing
4715,"Bob Baugher, Ph.D. & Jack Jordan, Ph.D."
4716,Clock Tower Press
4717,Peel Productions
4718,Gardner Press
4719,Lebenshaus Verlag
4720,Intellect (UK)
4721,Intellect Ltd
4722,Port Hole Publications
4723,Magnard
4724,Rivers Oram Press
4725,Galerie
4726,Mazda Publishers
4727,Urj Press
4728,Behrman House Publishing
4729,Canterbury Press Norwich
4730,Schechter Institute of Jewish Studies
4731,School of Oriental & African Studies University of London
4732,Ullstein Tb
4733,Knaur
4734,Droemer Knaur
4735,Schneekluth
4736,William Morrow/Beech Tree Books
4737,Storytime Press
4738,Btb
4739,Carl Hanser
4740,Stenhouse Publishers
4741,Enlil Press
4742,SparkNotes
